Reporting Starts,Reporting Ends,Campaign Name,Ad Set Name,Ad Name,Amount Spent (USD),Impressions,Link Clicks,CPM,CTR,Purchases,Purchases Conversion Value
2025-07-14,2025-07-14,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,5.09,313,2,16.25,0.9,0,0.0
2025-07-15,2025-07-15,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,25.74,1086,15,23.7,1.45,0,0.0
2025-07-15,2025-07-15,Designer Sunglasses - BOF - Retargeting,Website Visitors - Designer Sunglasses,DPA - Designer Sungla,6.88,567,13,12.14,2.4,1,59.99
2025-07-15,2025-07-15,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,16.06,654,8,24.55,1.33,1,40.0
2025-07-15,2025-07-15,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,4.29,194,2,22.12,1.48,0,0.0
2025-07-15,2025-07-15,Overstock Pants - BOF - Retargeting,Website Visitors - Overstock Pants,DPA - Overstock Pants,16.62,1124,30,14.79,2.73,1,23.99
2025-07-15,2025-07-15,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,38.82,1766,25,21.98,1.45,1,15.99
2025-07-15,2025-07-15,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,13.1,900,26,14.56,2.93,1,107.99
2025-07-15,2025-07-15,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,6.12,606,20,10.1,3.42,1,53.99
2025-07-15,2025-07-15,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,30.6,1569,14,19.5,0.94,1,71.99
2025-07-15,2025-07-15,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,14.29,1093,10,13.07,0.97,1,36.0
2025-07-15,2025-07-15,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,14.39,797,11,18.06,1.39,0,0.0
2025-07-15,2025-07-15,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,7.02,366,4,19.18,1.1,0,0.0
2025-07-16,2025-07-16,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,9.15,454,6,20.16,1.35,0,0.0
2025-07-16,2025-07-16,Casual Jeans - BOF - Retargeting,Website Visitors - Casual Jeans,DPA - Casual Jeans,7.68,617,21,12.44,3.52,1,35.99
2025-07-16,2025-07-16,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,17.92,794,11,22.57,1.41,1,24.0
2025-07-16,2025-07-16,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,9.94,467,4,21.28,0.97,0,0.0
2025-07-16,2025-07-16,Last Season Dress - BOF - Retargeting,Website Visitors - Last Season Dress,DPA - Last Season Dre,23.49,1740,36,13.5,2.09,1,29.99
2025-07-16,2025-07-16,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,54.82,4156,34,13.19,0.84,1,19.99
2025-07-16,2025-07-16,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,6.66,296,2,22.5,0.85,0,0.0
2025-07-16,2025-07-16,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,9.51,435,5,21.87,1.22,0,0.0
2025-07-17,2025-07-17,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,3.99,169,2,23.62,1.3,0,0.0
2025-07-17,2025-07-17,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,9.36,377,4,24.82,1.14,0,0.0
2025-07-17,2025-07-17,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,6.49,451,4,14.4,0.99,0,0.0
2025-07-17,2025-07-17,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,27.36,2248,29,12.17,1.29,0,0.0
2025-07-17,2025-07-17,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,21.34,1756,24,12.15,1.41,0,0.0
2025-07-17,2025-07-17,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,10.7,485,4,22.06,0.9,0,0.0
2025-07-17,2025-07-17,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,3.67,163,1,22.5,0.81,0,0.0
2025-07-17,2025-07-17,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,28.37,1612,20,17.6,1.26,0,0.0
2025-07-17,2025-07-17,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,11.42,459,4,24.88,0.93,0,0.0
2025-07-18,2025-07-18,Artisan Watch - BOF - Retargeting,Website Visitors - Artisan Watch,DPA - Artisan Watch,14.81,1210,29,12.24,2.48,1,131.99
2025-07-18,2025-07-18,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,34.57,1753,18,19.72,1.05,1,87.99
2025-07-18,2025-07-18,Cashmere Sweater - BOF - Retargeting,Website Visitors - Cashmere Sweater,DPA - Cashmere Sweate,17.61,2112,79,8.34,3.75,1,143.99
2025-07-18,2025-07-18,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,41.07,2557,34,16.06,1.34,1,95.99
2025-07-18,2025-07-18,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,8.8,528,7,16.66,1.48,0,0.0
2025-07-18,2025-07-18,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,16.8,1005,9,16.72,0.93,0,0.0
2025-07-18,2025-07-18,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,18.42,1190,16,15.48,1.4,0,0.0
2025-07-18,2025-07-18,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,8.79,719,8,12.22,1.15,0,0.0
2025-07-18,2025-07-18,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,10.73,547,4,19.62,0.9,0,0.0
2025-07-19,2025-07-19,Basic Phone Case - TOF - Interests,Broad Interests - Basic Phone Case,Creative A - Basic Phone Cas,13.33,601,8,22.18,1.35,0,0.0
2025-07-19,2025-07-19,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,7.38,406,5,18.17,1.24,0,0.0
2025-07-19,2025-07-19,Polo Shirt - TOF - Interests,Broad Interests - Polo Shirt,Creative A - Polo Shirt,11.83,553,7,21.39,1.34,0,0.0
2025-07-19,2025-07-19,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,11.62,468,6,24.83,1.37,0,0.0
2025-07-19,2025-07-19,Sport Sneakers - TOF - Interests,Broad Interests - Sport Sneakers,Creative A - Sport Sneakers,7.04,307,2,22.93,0.96,0,0.0
2025-07-20,2025-07-20,Baseball Cap - BOF - Retargeting,Website Visitors - Baseball Cap,DPA - Baseball Cap,8.66,632,14,13.71,2.32,1,35.99
2025-07-20,2025-07-20,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,20.23,880,10,22.99,1.17,1,23.99
2025-07-20,2025-07-20,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,12.21,727,10,16.8,1.43,0,0.0
2025-07-20,2025-07-20,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,4.71,237,2,19.86,0.96,0,0.0
2025-07-20,2025-07-20,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,10.85,677,8,16.02,1.3,0,0.0
2025-07-20,2025-07-20,Last Season Dress - BOF - Retargeting,Website Visitors - Last Season Dress,DPA - Last Season Dre,19.29,1679,45,11.49,2.72,1,29.99
2025-07-20,2025-07-20,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,45.03,2327,23,19.35,0.99,1,19.99
2025-07-20,2025-07-20,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,12.39,551,6,22.49,1.11,0,0.0
2025-07-20,2025-07-20,Premium Leather Bag - BOF - Retargeting,Website Visitors - Premium Leather Bag,DPA - Premium Leather,15.36,1258,27,12.21,2.2,1,143.99
2025-07-20,2025-07-20,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,35.83,1798,23,19.93,1.31,1,95.99
2025-07-20,2025-07-20,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,29.84,1767,16,16.89,0.94,0,0.0
2025-07-20,2025-07-20,Sport Sneakers - TOF - Interests,Broad Interests - Sport Sneakers,Creative A - Sport Sneakers,13.32,673,6,19.79,1.02,0,0.0
2025-07-21,2025-07-21,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,6.2,265,3,23.4,1.46,0,0.0
2025-07-21,2025-07-21,Luxury Belt - TOF - Interests,Broad Interests - Luxury Belt,Creative A - Luxury Belt,4.56,225,2,20.25,1.32,0,0.0
2025-07-21,2025-07-21,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,8.11,417,4,19.45,0.99,0,0.0
2025-07-22,2025-07-22,Artisan Watch - BOF - Retargeting,Website Visitors - Artisan Watch,DPA - Artisan Watch,7.81,543,15,14.38,2.94,1,65.99
2025-07-22,2025-07-22,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,18.23,1007,9,18.1,0.91,1,44.0
2025-07-22,2025-07-22,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,5.33,398,4,13.39,1.15,0,0.0
2025-07-22,2025-07-22,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,13.11,991,11,13.23,1.14,0,0.0
2025-07-22,2025-07-22,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,8.04,537,7,14.97,1.44,0,0.0
2025-07-22,2025-07-22,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,11.69,732,10,15.97,1.43,0,0.0
2025-07-22,2025-07-22,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,8.48,581,5,14.6,0.98,0,0.0
2025-07-22,2025-07-22,Sport Sneakers - TOF - Interests,Broad Interests - Sport Sneakers,Creative A - Sport Sneakers,12.6,522,6,24.13,1.24,0,0.0
2025-07-23,2025-07-23,Artisan Watch - BOF - Retargeting,Website Visitors - Artisan Watch,DPA - Artisan Watch,23.33,2305,84,10.12,3.66,2,197.98
2025-07-23,2025-07-23,Artisan Watch - BOF - Retargeting,Website Visitors - Artisan Watch,DPA - Artisan Watch,13.86,1065,28,13.01,2.66,1,131.99
2025-07-23,2025-07-23,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,54.44,2496,26,21.81,1.06,1,131.99
2025-07-23,2025-07-23,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,32.35,1858,24,17.41,1.33,1,87.99
2025-07-23,2025-07-23,Luxury Belt - TOF - Interests,Broad Interests - Luxury Belt,Creative A - Luxury Belt,8.93,645,6,13.85,0.99,0,0.0
2025-07-23,2025-07-23,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,15.01,808,6,18.58,0.86,0,0.0
2025-07-24,2025-07-24,Basic Socks 3-Pack - BOF - Retargeting,Website Visitors - Basic Socks 3-Pack,DPA - Basic Socks 3-P,6.18,430,8,14.37,2.02,1,11.99
2025-07-24,2025-07-24,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,14.41,1144,14,12.6,1.31,1,8.0
2025-07-24,2025-07-24,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,11.28,563,7,20.03,1.37,0,0.0
2025-07-24,2025-07-24,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,8.38,357,4,23.48,1.19,0,0.0
2025-07-24,2025-07-24,Designer Sunglasses - BOF - Retargeting,Website Visitors - Designer Sunglasses,DPA - Designer Sungla,12.82,1595,62,8.04,3.92,1,119.99
2025-07-24,2025-07-24,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,29.91,2342,28,12.77,1.22,1,79.99
2025-07-24,2025-07-24,Luxury Silk Scarf - BOF - Retargeting,Website Visitors - Luxury Silk Scarf,DPA - Luxury Silk Sca,6.06,588,18,10.31,3.18,1,53.99
2025-07-24,2025-07-24,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,14.15,896,10,15.79,1.21,1,36.0
2025-07-24,2025-07-24,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,13.37,642,6,20.82,1.0,0,0.0
2025-07-24,2025-07-24,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,11.91,682,8,17.47,1.31,0,0.0
2025-07-24,2025-07-24,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,10.43,437,5,23.86,1.15,0,0.0
2025-07-25,2025-07-25,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,22.65,1160,16,19.53,1.45,0,0.0
2025-07-25,2025-07-25,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,5.66,423,13,13.39,3.21,1,53.99
2025-07-25,2025-07-25,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,13.21,555,7,23.81,1.28,1,36.0
2025-07-26,2025-07-26,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,9.19,735,7,12.51,0.96,0,0.0
2025-07-26,2025-07-26,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,19.82,1111,12,17.84,1.11,0,0.0
2025-07-26,2025-07-26,Handcrafted Wallet - TOF - Interests,Broad Interests - Handcrafted Wallet,Creative A - Handcrafted Wal,9.97,546,6,18.26,1.24,0,0.0
2025-07-26,2025-07-26,Luxury Silk Scarf - BOF - Retargeting,Website Visitors - Luxury Silk Scarf,DPA - Luxury Silk Sca,12.57,1154,34,10.89,3.01,1,107.99
2025-07-26,2025-07-26,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,29.32,1212,15,24.19,1.29,1,71.99
2025-07-26,2025-07-26,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,13.74,707,9,19.43,1.29,0,0.0
2025-07-26,2025-07-26,Running Shorts - BOF - Retargeting,Website Visitors - Running Shorts,DPA - Running Shorts,3.97,340,11,11.67,3.44,1,20.99
2025-07-26,2025-07-26,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,9.27,431,6,21.5,1.44,1,14.0
2025-07-26,2025-07-26,Sport Sneakers - TOF - Interests,Broad Interests - Sport Sneakers,Creative A - Sport Sneakers,9.99,435,6,22.97,1.49,0,0.0
2025-07-27,2025-07-27,Baseball Cap - BOF - Retargeting,Website Visitors - Baseball Cap,DPA - Baseball Cap,7.29,516,15,14.13,2.98,1,35.99
2025-07-27,2025-07-27,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,17.03,1041,13,16.36,1.33,1,23.99
2025-07-27,2025-07-27,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,10.76,721,5,14.92,0.82,0,0.0
2025-07-27,2025-07-27,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,19.63,1530,15,12.83,0.99,0,0.0
2025-07-27,2025-07-27,Handcrafted Wallet - TOF - Interests,Broad Interests - Handcrafted Wallet,Creative A - Handcrafted Wal,5.14,371,4,13.86,1.1,0,0.0
2025-07-27,2025-07-27,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,16.28,950,13,17.14,1.47,0,0.0
2025-07-27,2025-07-27,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,13.37,952,28,14.04,3.0,1,107.99
2025-07-27,2025-07-27,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,31.16,2452,26,12.71,1.07,1,71.99
2025-07-27,2025-07-27,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,15.83,1012,14,15.64,1.41,0,0.0
2025-07-27,2025-07-27,Simple Keychain - BOF - Retargeting,Website Visitors - Simple Keychain,DPA - Simple Keychain,2.56,229,8,11.19,3.59,1,5.99
2025-07-27,2025-07-27,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,5.99,422,3,14.2,0.84,1,4.0
2025-07-28,2025-07-28,Casual Jeans - BOF - Retargeting,Website Visitors - Casual Jeans,DPA - Casual Jeans,12.18,927,35,13.14,3.87,1,71.99
2025-07-28,2025-07-28,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,28.41,1223,11,23.23,0.98,1,47.99
2025-07-28,2025-07-28,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,8.61,523,5,16.46,1.12,0,0.0
2025-07-28,2025-07-28,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,14.35,636,9,22.56,1.46,0,0.0
2025-07-28,2025-07-28,Luxury Silk Scarf - BOF - Retargeting,Website Visitors - Luxury Silk Scarf,DPA - Luxury Silk Sca,13.48,1133,27,11.9,2.43,1,107.99
2025-07-28,2025-07-28,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,31.48,1612,15,19.53,0.96,1,71.99
2025-07-28,2025-07-28,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,8.81,413,5,21.32,1.44,0,0.0
2025-07-28,2025-07-28,Polo Shirt - TOF - Interests,Broad Interests - Polo Shirt,Creative A - Polo Shirt,9.69,442,4,21.92,0.94,0,0.0
2025-07-28,2025-07-28,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,11.66,657,8,17.75,1.24,0,0.0
2025-07-28,2025-07-28,Sample Sale Coat - BOF - Retargeting,Website Visitors - Sample Sale Coat,DPA - Sample Sale Coa,48.54,5478,154,8.86,2.82,1,59.99
2025-07-28,2025-07-28,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,113.26,6002,61,18.87,1.02,1,39.99
2025-07-28,2025-07-28,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,8.78,462,3,19.01,0.82,0,0.0
2025-07-28,2025-07-28,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,11.08,891,7,12.43,0.82,0,0.0
2025-07-29,2025-07-29,Basic Phone Case - TOF - Interests,Broad Interests - Basic Phone Case,Creative A - Basic Phone Cas,8.39,435,5,19.28,1.24,0,0.0
2025-07-29,2025-07-29,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,6.18,445,6,13.89,1.39,0,0.0
2025-07-29,2025-07-29,Luxury Belt - BOF - Retargeting,Website Visitors - Luxury Belt,DPA - Luxury Belt,11.56,1303,31,8.87,2.42,1,95.99
2025-07-29,2025-07-29,Luxury Belt - TOF - Interests,Broad Interests - Luxury Belt,Creative A - Luxury Belt,26.96,1110,10,24.29,0.94,1,63.99
2025-07-29,2025-07-29,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,16.39,962,11,17.04,1.23,0,0.0
2025-07-29,2025-07-29,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,5.18,335,4,15.46,1.31,0,0.0
2025-07-29,2025-07-29,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,14.47,844,6,17.15,0.82,0,0.0
2025-07-30,2025-07-30,Basic Socks 3-Pack - BOF - Retargeting,Website Visitors - Basic Socks 3-Pack,DPA - Basic Socks 3-P,5.83,689,16,8.46,2.4,1,11.99
2025-07-30,2025-07-30,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,13.59,801,9,16.97,1.2,1,8.0
2025-07-30,2025-07-30,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,3.77,301,4,12.51,1.48,0,0.0
2025-07-30,2025-07-30,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,13.65,774,8,17.64,1.05,0,0.0
2025-07-30,2025-07-30,Discontinued Boots - BOF - Retargeting,Website Visitors - Discontinued Boots,DPA - Discontinued Bo,32.72,4040,112,8.1,2.8,1,47.99
2025-07-30,2025-07-30,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,76.4,4401,61,17.36,1.4,1,31.99
2025-07-30,2025-07-30,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,8.44,510,7,16.54,1.43,0,0.0
2025-07-30,2025-07-30,Sample Sale Coat - BOF - Retargeting,Website Visitors - Sample Sale Coat,DPA - Sample Sale Coa,41.57,3334,128,12.47,3.84,1,59.99
2025-07-30,2025-07-30,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,97.0,5327,79,18.21,1.49,1,39.99
2025-07-31,2025-07-31,Artisan Watch - BOF - Retargeting,Website Visitors - Artisan Watch,DPA - Artisan Watch,15.14,1525,50,9.93,3.29,1,131.99
2025-07-31,2025-07-31,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,35.33,1796,19,19.67,1.1,1,87.99
2025-07-31,2025-07-31,Basic Socks 3-Pack - BOF - Retargeting,Website Visitors - Basic Socks 3-Pack,DPA - Basic Socks 3-P,10.08,1249,37,8.07,3.02,1,23.99
2025-07-31,2025-07-31,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,23.5,978,8,24.03,0.82,1,15.99
2025-07-31,2025-07-31,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,5.81,233,2,24.95,1.19,0,0.0
2025-07-31,2025-07-31,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,11.68,973,8,12.0,0.87,0,0.0
2025-07-31,2025-07-31,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,13.11,732,6,17.91,0.93,0,0.0
2025-07-31,2025-07-31,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,20.87,988,9,21.12,0.93,0,0.0
2025-08-01,2025-08-01,Baseball Cap - BOF - Retargeting,Website Visitors - Baseball Cap,DPA - Baseball Cap,4.26,392,12,10.88,3.18,1,17.99
2025-08-01,2025-08-01,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,9.96,409,4,24.36,1.16,1,12.0
2025-08-01,2025-08-01,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,10.47,582,5,17.99,0.99,0,0.0
2025-08-01,2025-08-01,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,10.84,530,5,20.46,0.96,0,0.0
2025-08-01,2025-08-01,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,12.54,799,6,15.7,0.83,0,0.0
2025-08-01,2025-08-01,Last Season Dress - BOF - Retargeting,Website Visitors - Last Season Dress,DPA - Last Season Dre,9.94,713,27,13.94,3.85,1,14.99
2025-08-01,2025-08-01,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,23.2,1099,11,21.11,1.03,1,10.0
2025-08-01,2025-08-01,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,13.79,615,5,22.43,0.9,0,0.0
2025-08-01,2025-08-01,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,6.47,690,23,9.38,3.44,1,53.99
2025-08-01,2025-08-01,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,15.11,1013,8,14.92,0.81,1,36.0
2025-08-01,2025-08-01,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,3.88,260,3,14.94,1.39,0,0.0
2025-08-02,2025-08-02,Artisan Watch - BOF - Retargeting,Website Visitors - Artisan Watch,DPA - Artisan Watch,14.97,1286,46,11.64,3.61,1,131.99
2025-08-02,2025-08-02,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,34.92,2247,24,15.54,1.09,1,87.99
2025-08-02,2025-08-02,Basic Phone Case - TOF - Interests,Broad Interests - Basic Phone Case,Creative A - Basic Phone Cas,11.01,550,4,20.01,0.86,0,0.0
2025-08-02,2025-08-02,Cashmere Sweater - BOF - Retargeting,Website Visitors - Cashmere Sweater,DPA - Cashmere Sweate,7.92,720,18,11.0,2.62,1,71.99
2025-08-02,2025-08-02,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,18.5,878,9,21.07,1.11,1,48.0
2025-08-02,2025-08-02,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,8.85,607,7,14.58,1.17,0,0.0
2025-08-02,2025-08-02,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,14.51,837,10,17.34,1.21,0,0.0
2025-08-02,2025-08-02,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,18.64,2160,49,8.63,2.29,2,161.98
2025-08-02,2025-08-02,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,43.5,1831,20,23.76,1.13,1,107.99
2025-08-02,2025-08-02,Premium Leather Bag - BOF - Retargeting,Website Visitors - Premium Leather Bag,DPA - Premium Leather,7.26,525,18,13.83,3.48,1,71.99
2025-08-02,2025-08-02,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,16.92,1077,14,15.71,1.37,1,48.0
